CODIGO_POSTAL,CODIGO_MUNICIPIO,edad_media,p_poblacion_menor_de_18,p_poblacion_mayor_65,media_personas_por_hogar,poblacion_municipio,poblacion_cp,crecimiento_poblaconal_2015,renta_media_por_persona,renta_media_por_hogar,p_suelo_urbano,p_agropecuario,p_cultural,p_deportivo,p_industrial,p_oficina,p_otros,p_publico,p_residencial,p_retail,p_salud,p_solteros,p_casados,p_viudos,p_separados,p_divorciados,p_extranjeros,p_hogares_unipersonales,p_ocup_agropecuaria,p_ocup_pesca,p_ocup_mineria,p_ocup_manufactura,p_ocup_dirstr_gas_elec_agua,p_ocup_construccion,p_ocup_taller_automotriz,p_ocup_hosteleria,p_ocup_transporte,p_ocup_financiera,p_ocup_inmobiliarias,p_ocup_adm_publica,p_ocup_educacion,p_ocup_medicina,p_ocup_otros,p_casas_con_servicio_domestico,prop_masculinidad,prop_reemplazamiento,prop_dependientes,prop_analfabetas,prop_paro
28001,28079,43.5,16.2,20.4,2.49,3131879,36312,0.0034,15717,"68,333",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.503,0.367,0.098,0.015,0.017,0.056014541,0.30625543,0.009042719,0.000155909,0.000935454,0.131197381,0.007795447,0.042719052,0.125194886,0.035703149,0.061194263,0.071874026,0.131431244,0.103991269,0.082943561,0.069301528,0.065091986,0.0601029,74.8,1.2,0.6,0.3,18.6
28002,28079,43.5,16.2,20.4,2.49,3131879,63561,0.0034,15717,"42,611",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.488,0.411,0.073,0.014,0.014,0.050581331,0.239298337,0.004927782,4.25E-05,0.000594732,0.142863212,0.010407816,0.049065421,0.123661852,0.038105353,0.070390824,0.080331351,0.122557349,0.115802889,0.088232795,0.066015293,0.05624469,0.029651657,81.3,1.1,0.5,0.3,18.3
28003,28079,43.5,16.2,20.4,2.49,3131879,49026,0.0034,15717,"38,842",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.501,0.383,0.09,0.013,0.013,0.046913882,0.268137035,0.00500455,0,0.000568699,0.108166515,0.012340764,0.04333485,0.094176524,0.03372384,0.057950409,0.069324386,0.123976342,0.16355778,0.100375341,0.084281165,0.055959964,0.046007734,75.1,1.2,0.5,0.4,17.9
28004,28079,43.5,16.2,20.4,2.49,3131879,33097,0.0034,15717,"31,916",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.521,0.347,0.096,0.019,0.017,0.095869716,0.366735317,0.004575537,8.17E-05,0.000326824,0.123130975,0.004738949,0.048533377,0.125255331,0.108587303,0.064057521,0.049677261,0.094778985,0.101315467,0.083013318,0.060217338,0.072064711,0.058174687,79.9,1.3,0.5,0.8,23.6
28005,28079,43.5,16.2,20.4,2.49,3131879,72990,0.0034,15717,"28,739",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.478,0.415,0.08,0.015,0.012,0.041718044,0.270218091,0.002944575,7.45E-05,0.000559097,0.133773156,0.00697007,0.049312311,0.140146856,0.054083268,0.073726192,0.068060681,0.085355399,0.139774125,0.097320064,0.067166126,0.05482873,0.025308435,84.5,1.2,0.5,0.7,20.2
28006,28079,43.5,16.2,20.4,2.49,3131879,31500,0.0034,15717,"59,078",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.508,0.362,0.099,0.014,0.017,0.066507937,0.291439453,0.009678878,9.05E-05,0.001266395,0.128267752,0.007507915,0.044595206,0.127001357,0.032383537,0.056354591,0.066123926,0.133785617,0.101673451,0.091994573,0.072636816,0.058796924,0.066304839,74.6,1.1,0.5,0.3,18.1
28007,28079,43.5,16.2,20.4,2.49,3131879,78817,0.0034,15717,"34,423",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.484,0.43,0.063,0.012,0.011,0.031833234,0.185577216,0.002598212,3.46E-05,0.000762142,0.138813829,0.008729994,0.047633895,0.117993487,0.028268551,0.069943879,0.095822074,0.112658491,0.132127763,0.092149934,0.085637082,0.046975681,0.019053558,86,1.1,0.4,0.3,17.1
28008,28079,43.5,16.2,20.4,2.49,3131879,37311,0.0034,15717,"37,940",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.486,0.388,0.097,0.014,0.015,0.050735708,0.266373626,0.005845733,0,0.000759186,0.112663225,0.007364106,0.043197692,0.107956271,0.040920134,0.063088369,0.061342241,0.111904039,0.155025812,0.099453386,0.07728515,0.071211661,0.041071971,78.6,1.2,0.5,0.4,19.3
28009,28079,43.5,16.2,20.4,2.49,3131879,45211,0.0034,15717,"38,764",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.48,0.389,0.099,0.015,0.017,0.042622371,0.272286593,0.004822029,0.000126896,0.00057103,0.122073472,0.007867521,0.042383098,0.117187996,0.033944547,0.06122708,0.078231077,0.121692786,0.128291352,0.087494448,0.094410253,0.056214707,0.042700336,77.4,1.1,0.6,0.3,18.6
28010,28079,43.5,16.2,20.4,2.49,3131879,44050,0.0034,15717,"49,683",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.511,0.362,0.096,0.014,0.017,0.05938706,0.314551229,0.007306626,0.000125976,0.000566893,0.111048123,0.005794911,0.041887125,0.116213152,0.046422273,0.054295792,0.07420005,0.124653565,0.120181406,0.092970522,0.076467624,0.061161502,0.065507685,73.4,1.2,0.6,0.4,18.4
28011,28079,43.5,16.2,20.4,2.49,3131879,70695,0.0034,15717,"22,544",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.433,0.455,0.088,0.014,0.01,0.029309003,0.200940025,0.003625378,0.000129478,0.000388433,0.14302978,0.006430729,0.061933535,0.153172205,0.059473457,0.087742771,0.070996979,0.084462667,0.126370306,0.064738886,0.058351316,0.056883902,0.021622788,87.6,1.3,0.5,1,22.9
28012,28079,43.5,16.2,20.4,2.49,3131879,39977,0.0034,15717,"24,260",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.49,0.373,0.103,0.019,0.015,0.076719113,0.362891594,0.003916165,0,0.000652694,0.128943361,0.004641381,0.060192907,0.149829574,0.095583436,0.06998332,0.050475016,0.083399811,0.090724491,0.084197549,0.058307346,0.07230401,0.045761114,81.5,1.3,0.5,1.3,24.7
28013,28079,43.5,16.2,20.4,2.49,3131879,10917,0.0034,15717,"34,040",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.52,0.347,0.095,0.018,0.019,0.082531831,0.363897481,0.003283302,0,0.000234522,0.113273921,0.005393996,0.044793621,0.114915572,0.101078799,0.061210131,0.051125704,0.103893058,0.104831144,0.092401501,0.052298311,0.083255159,0.066604128,78.8,1.2,0.5,0.8,19.6
28014,28079,43.5,16.2,20.4,2.49,3131879,20381,0.0034,15717,"42,813",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.497,0.383,0.091,0.014,0.015,0.059074628,0.299187202,0.007110625,0,0.000273486,0.106385888,0.006700397,0.044031177,0.103240804,0.064816081,0.059346369,0.065226309,0.113223027,0.155476549,0.092301381,0.062901682,0.06919185,0.048680432,83.3,1.3,0.5,0.6,20.9
28015,28079,43.5,16.2,20.4,2.49,3131879,62754,0.0034,15717,"32,208",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.489,0.382,0.102,0.014,0.014,0.049367371,0.307868326,0.004586135,4.45E-05,0.000489781,0.109087671,0.006723363,0.039583241,0.114163587,0.045994924,0.06255844,0.062825593,0.108909569,0.151565074,0.107395699,0.081170132,0.059797854,0.043946747,75.9,1.2,0.6,0.4,18.7
28016,28079,43.5,16.2,20.4,2.49,3131879,37741,0.0034,15717,"47,168",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.494,0.406,0.072,0.013,0.015,0.05831854,0.214974343,0.006251861,7.44E-05,0.00096755,0.13813635,0.009601072,0.04651682,0.119901756,0.026421554,0.062667461,0.076287586,0.140741292,0.125632629,0.093033641,0.065793391,0.058797261,0.0282078,82.8,1.2,0.5,0.2,18.5
28017,28079,43.5,16.2,20.4,2.49,3131879,109196,0.0034,15717,"21,444",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.446,0.461,0.072,0.013,0.008,0.02957068,0.182013402,0.002913676,7.95E-05,0.000476783,0.171853892,0.00648955,0.071861839,0.158689376,0.057743755,0.103514952,0.065160385,0.084364156,0.092972744,0.055147935,0.055757158,0.049453024,0.02312399,88.4,1.2,0.4,1,21.9
28018,28079,43.5,16.2,20.4,2.49,3131879,108838,0.0034,15717,"19,538",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.442,0.46,0.076,0.014,0.008,0.021913302,0.178420385,0.00363647,0,0.000791812,0.164257016,0.004809525,0.122349629,0.176016892,0.064781958,0.09630781,0.036775272,0.069914074,0.080735505,0.041174228,0.047391419,0.060558961,0.030118185,91.7,1.5,0.5,3.4,27
28019,28079,43.5,16.2,20.4,2.49,3131879,90877,0.0034,15717,"21,137",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.446,0.454,0.078,0.013,0.009,0.030194659,0.189354628,0.004257145,3.30E-05,0.000627021,0.172529866,0.00646822,0.06969837,0.161342486,0.058477988,0.087188964,0.0558709,0.078311663,0.109893736,0.057916969,0.059798033,0.053263811,0.024189822,87.8,1.3,0.5,1.4,24.3
28020,28079,43.5,16.2,20.4,2.49,3131879,51251,0.0034,15717,"33,055",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.495,0.396,0.083,0.013,0.014,0.055803789,0.272619294,0.004253439,5.52E-05,0.000828592,0.124620229,0.009059272,0.049494559,0.12246589,0.044799205,0.065790201,0.064630172,0.117715296,0.147710324,0.083411589,0.075733304,0.057890957,0.03082362,81,1.2,0.5,0.5,20.5
28021,28079,43.5,16.2,20.4,2.49,3131879,77655,0.0034,15717,"19,296",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.443,0.475,0.066,0.011,0.006,0.020217629,0.13738906,0.004126316,0,0.000926316,0.215368421,0.006947368,0.116210526,0.169221053,0.058357895,0.104252632,0.027705263,0.069431579,0.071031579,0.032168421,0.045305263,0.049389474,0.029178947,95,1.5,0.4,3.2,26.5
28022,28079,43.5,16.2,20.4,2.49,3131879,47868,0.0034,15717,"26,125",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.463,0.469,0.051,0.01,0.007,0.022582936,0.116635811,0.003121998,0.000180115,0.000720461,0.204070605,0.005523535,0.072826609,0.153638329,0.053134006,0.122538425,0.060518732,0.069104227,0.090297791,0.047670509,0.04304755,0.052773775,0.020473103,95.5,1.3,0.4,1.7,21.3
28023,28079,39.8,22.1,16,3.2,83860,16349,0.0046,25957,"65,975",0.5484,0.037217866,0.001717111,0.008275234,0.004365186,0.013302439,0.31027991,0.000372386,0.618594451,0.003992801,0.001882616,0.53,0.409,0.041,0.01,0.01,0.067404734,0.110441767,0.008838384,0,0.000789141,0.144412879,0.008522727,0.049242424,0.116003788,0.031407828,0.066287879,0.081123737,0.127209596,0.085385101,0.090435606,0.06897096,0.065498737,0.054924242,87.8,1.3,0.4,0.6,14.7
28024,28079,43.5,16.2,20.4,2.49,3131879,63770,0.0034,15717,"22,323",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.473,0.452,0.056,0.01,0.008,0.035831896,0.145081729,0.004161738,0,0.000481885,0.137424979,0.005607395,0.065711657,0.138257327,0.054978753,0.096727559,0.059797608,0.077014062,0.158803172,0.068690586,0.055723485,0.053533097,0.022823849,92.5,1.3,0.3,0.7,22.9
28025,28079,43.5,16.2,20.4,2.49,3131879,87635,0.0034,15717,"20,086",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.444,0.456,0.079,0.013,0.008,0.028048154,0.181647508,0.004395527,0.000105493,0.000597792,0.175082636,0.008122934,0.08847317,0.172410155,0.062064843,0.09114565,0.046557423,0.073493213,0.088613827,0.050109009,0.05570012,0.056473732,0.026302834,89,1.3,0.5,1.8,24.8
28026,28079,43.5,16.2,20.4,2.49,3131879,69395,0.0034,15717,"19,695",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.43,0.466,0.082,0.013,0.009,0.026932776,0.187393664,0.003201659,9.02E-05,0.000541126,0.181547619,0.005546537,0.076343795,0.167388167,0.065882035,0.093930375,0.047032828,0.07580267,0.098033911,0.048430736,0.051902958,0.055284993,0.028589466,88.8,1.3,0.5,1.5,24.6
28027,28079,43.5,16.2,20.4,2.49,3131879,72901,0.0034,15717,"28,267",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.465,0.43,0.079,0.014,0.013,0.037502915,0.221325388,0.004053044,0,0.000472199,0.169362137,0.009522685,0.063471452,0.144178177,0.043521033,0.088891512,0.066540747,0.102703341,0.100027545,0.074804234,0.058670759,0.051272971,0.021721166,84,1.2,0.5,0.7,20.6
28028,28079,43.5,16.2,20.4,2.49,3131879,60478,0.0034,15717,"31,894",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.483,0.409,0.081,0.014,0.013,0.0429247,0.256260999,0.004106871,0.000138434,0.000415302,0.143140603,0.008029163,0.046836786,0.125836371,0.038530755,0.070001384,0.076046329,0.117668774,0.120068294,0.096995985,0.069678372,0.054127636,0.027594481,79.9,1.2,0.5,0.3,18.9
28029,28079,43.5,16.2,20.4,2.49,3131879,97555,0.0034,15717,"25,428",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.476,0.438,0.064,0.012,0.009,0.035692686,0.177499467,0.003643921,0,0.000512426,0.149002192,0.00791414,0.072365986,0.146126911,0.057050132,0.083952515,0.06271529,0.087084009,0.103453184,0.068295044,0.075155863,0.050189313,0.031798901,88.9,1.2,0.4,1.4,20.7
28030,28079,43.5,16.2,20.4,2.49,3131879,105456,0.0034,15717,"24,385",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.459,0.46,0.06,0.011,0.009,0.023355712,0.143317838,0.003227923,0.000131216,0.000656082,0.157328435,0.007925469,0.06786511,0.152289726,0.041411888,0.090119407,0.074793334,0.089778244,0.120771552,0.06450597,0.060516993,0.047027949,0.021020863,92.7,1.3,0.4,1.2,20.9
28031,28079,43.5,16.2,20.4,2.49,3131879,59869,0.0034,15717,"21,581",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.456,0.48,0.046,0.012,0.006,0.020594966,0.10562664,0.004252646,0,0.000918185,0.188082927,0.006523945,0.103658242,0.172667085,0.04963031,0.098197458,0.058135601,0.075581114,0.078094041,0.042284831,0.047745614,0.053158073,0.020828299,96.7,1.5,0.4,2.8,22.4
28032,28079,43.5,16.2,20.4,2.49,3131879,37660,0.0034,15717,"23,592",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.455,0.478,0.051,0.01,0.005,0.018667021,0.13080895,0.00341244,7.76E-05,0.000775555,0.19117419,0.005739103,0.123235613,0.173646657,0.061889251,0.109042966,0.03172018,0.072204126,0.075151233,0.032728401,0.038157282,0.052737707,0.02830774,98.3,1.4,0.4,3,24.2
28033,28079,43.5,16.2,20.4,2.49,3131879,90608,0.0034,15717,"31,341",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.487,0.441,0.05,0.012,0.01,0.038241656,0.135589052,0.004096707,0.000155178,0.00071382,0.167499457,0.007169237,0.074268334,0.150429844,0.047174203,0.084106639,0.071382018,0.100896931,0.102479749,0.059340182,0.056857329,0.049036343,0.023587102,92.9,1.3,0.4,1,21.1
28034,28079,43.5,16.2,20.4,2.49,3131879,73403,0.0034,15717,"36,786",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.501,0.43,0.051,0.01,0.008,0.035979456,0.12524128,0.003381844,0,0.000835962,0.150777064,0.010145533,0.063229091,0.130751985,0.033780446,0.091841775,0.074096592,0.105749136,0.109662956,0.078580385,0.082684197,0.045445909,0.018315158,92.9,1.3,0.4,0.9,19
28035,28079,43.5,16.2,20.4,2.49,3131879,65184,0.0034,15717,"36,342",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.509,0.428,0.044,0.01,0.009,0.050810015,0.127829762,0.004247948,0.000164969,0.000948571,0.141130862,0.008702107,0.064915247,0.133789747,0.038025323,0.095475729,0.070895368,0.096671753,0.107642183,0.077824061,0.083309275,0.049449416,0.026312534,92.7,1.2,0.4,1.1,17.9
28036,28079,43.5,16.2,20.4,2.49,3131879,23898,0.0034,15717,"57,391",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.518,0.398,0.056,0.014,0.015,0.082977655,0.20726748,0.006640106,0,0.000774679,0.139774236,0.01272687,0.046148738,0.111111111,0.026671093,0.066290394,0.081894644,0.152169101,0.10336432,0.090194776,0.062527667,0.057215582,0.041500664,86.2,1.3,0.4,0.2,17
28037,28079,43.5,16.2,20.4,2.49,3131879,63926,0.0034,15717,"21,620",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.417,0.457,0.1,0.016,0.009,0.014329068,0.175233853,0.003278151,0,0.000437087,0.185871169,0.005518221,0.104518385,0.170682402,0.065344479,0.090586243,0.038846091,0.082554772,0.079221985,0.034365951,0.046331203,0.063159045,0.028683822,89.4,1.4,0.6,2.9,29.6
28038,28079,43.5,16.2,20.4,2.49,3131879,115923,0.0034,15717,"19,181",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.454,0.454,0.071,0.014,0.007,0.023308576,0.15810143,0.003656003,0,0.000775516,0.166015787,0.005234732,0.119567927,0.179864285,0.06303836,0.100983243,0.036199972,0.066112727,0.080847528,0.036504639,0.042348705,0.064810968,0.033596455,93,1.5,0.5,3.2,27
28039,28079,43.5,16.2,20.4,2.49,3131879,75636,0.0034,15717,"23,540",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.461,0.427,0.087,0.014,0.011,0.041144429,0.246636771,0.003570072,0,0.00072161,0.149791113,0.007861755,0.066160273,0.147512343,0.06346373,0.078617547,0.050930498,0.088872009,0.107102165,0.076680592,0.069654387,0.056437524,0.032244588,83.7,1.3,0.5,1,21.8
28040,28079,43.5,16.2,20.4,2.49,3131879,10341,0.0034,15717,"44,651",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.506,0.406,0.066,0.01,0.011,0.034812881,0.231746032,0.002739726,0.000249066,0.00124533,0.098381071,0.00871731,0.044582814,0.088169365,0.036363636,0.053549191,0.054296389,0.099875467,0.159153176,0.181818182,0.096886675,0.052303861,0.021668742,83,1.2,0.4,0.1,15.4
28041,28079,43.5,16.2,20.4,2.49,3131879,90132,0.0034,15717,"20,325",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.453,0.469,0.06,0.012,0.006,0.019482537,0.12134682,0.004653441,3.50E-05,0.000524824,0.199608131,0.005668101,0.102340716,0.169483223,0.054336797,0.093558658,0.037752353,0.077499038,0.081487702,0.041461111,0.05265736,0.052937266,0.025716385,94.5,1.4,0.4,2.8,26.8
28042,28079,43.5,16.2,20.4,2.49,3131879,36732,0.0034,15717,"34,757",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.494,0.445,0.04,0.012,0.01,0.044048786,0.104051565,0.004010898,0,0.000908128,0.165430604,0.005978508,0.066066293,0.124791887,0.060844559,0.172619949,0.068260935,0.0957318,0.077039504,0.058801271,0.041698199,0.042152263,0.015362494,97.5,1.3,0.3,1.3,19.3
28043,28079,43.5,16.2,20.4,2.49,3131879,77086,0.0034,15717,"38,273",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.486,0.448,0.045,0.011,0.01,0.045300054,0.141487104,0.003414354,3.38E-05,0.000405666,0.171900882,0.00807951,0.068016632,0.147290491,0.039991887,0.091477638,0.078023055,0.104661776,0.095635712,0.066799635,0.057570738,0.046279707,0.019438153,93.2,1.3,0.4,0.6,18.6
28044,28079,43.5,16.2,20.4,2.49,3131879,74827,0.0034,15717,"21,268",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.461,0.467,0.055,0.01,0.007,0.022946263,0.122387554,0.004296213,0,0.000376861,0.157866968,0.006557377,0.07816092,0.155907292,0.051893725,0.094931223,0.048765781,0.071829659,0.14757867,0.054267948,0.053740343,0.0552101,0.018353119,94.9,1.3,0.3,1.4,22.8
28045,28079,43.5,16.2,20.4,2.49,3131879,61125,0.0034,15717,"27,913",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.466,0.415,0.091,0.014,0.013,0.044613497,0.270364964,0.002621109,0,0.000748888,0.14186754,0.006084718,0.052609408,0.137842265,0.060753569,0.087105078,0.065200094,0.085981746,0.119307278,0.077463141,0.069974257,0.05728996,0.034402059,80.1,1.2,0.5,0.7,21.5
28046,28079,43.5,16.2,20.4,2.49,3131879,10069,0.0034,15717,"50,184",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.471,0.419,0.086,0.012,0.012,0.063362797,0.19864026,0.007019783,0.000319081,0.000957243,0.136247607,0.008296107,0.047862157,0.123165284,0.02425016,0.062539885,0.072431398,0.14932993,0.114869177,0.064454371,0.080408424,0.0488194,0.058391832,86,1.3,0.6,0.8,21
28047,28079,43.5,16.2,20.4,2.49,3131879,85815,0.0034,15717,"21,829",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.465,0.46,0.057,0.01,0.007,0.02715143,0.13639494,0.003639277,0,0.000534206,0.163032954,0.007612434,0.072017629,0.165937698,0.053186872,0.09829388,0.06620814,0.073353143,0.103702714,0.061800942,0.058729258,0.0500818,0.021635338,93.2,1.3,0.4,1.3,22.9
28048,28079,43.5,16.2,20.4,2.49,3131879,4672,0.0034,15717,"23,964",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.432,0.466,0.085,0.01,0.007,0.011344178,0.125864454,0.007702182,0,0.001925546,0.077021823,0.005776637,0.047496791,0.096277279,0.047496791,0.043003851,0.035943517,0.070603338,0.419768935,0.055198973,0.0436457,0.032734275,0.015404365,91.8,1.3,0.5,1.1,19.9
28049,28079,43.5,16.2,20.4,2.49,3131879,1896,0.0034,15717,"39,864",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.506,0.329,0.159,0.004,0.003,0.032172996,0.124497992,0.038297872,0,0,0.119148936,0.008510638,0.063829787,0.238297872,0.089361702,0.038297872,0.012765957,0.046808511,0.076595745,0.068085106,0.072340426,0.10212766,0.025531915,74.4,1.7,1.6,18,24.7
28050,28079,43.5,16.2,20.4,2.49,3131879,8453,0.0034,15717,"38,487",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.522,0.404,0.051,0.014,0.009,0.034898852,0.084052703,0.006254343,0,0.000694927,0.14628214,0.011466296,0.089298124,0.136553162,0.032314107,0.071230021,0.074009729,0.094162613,0.129256428,0.066365532,0.07609451,0.046907575,0.017373176,93.9,1.2,0.4,2.2,19.1
28051,28079,43.5,16.2,20.4,2.49,3131879,727,0.0034,15717,"24,555",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.624,0.336,0.018,0.019,0.003,0.028885832,0.151515152,0.018867925,0,0,0.13836478,0,0.100628931,0.41509434,0.056603774,0.050314465,0.012578616,0.025157233,0.018867925,0.006289308,0,0.132075472,0.025157233,104.2,3.1,0.6,13.5,35.9
28052,28079,43.5,16.2,20.4,2.49,3131879,1471,0.0034,15717,"17,429",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.598,0.359,0.03,0.007,0.006,0.02039429,0.155612245,0.007692308,0,0,0.166666667,0.002564103,0.156410256,0.366666667,0.053846154,0.064102564,0.005128205,0.038461538,0.015384615,0.007692308,0.015384615,0.08974359,0.01025641,110.7,2,0.5,21.3,32.5
28053,28079,43.5,16.2,20.4,2.49,3131879,84545,0.0034,15717,"25,647",0.3625,0.000566211,0.001060675,0.00057398,5.53E-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,0.4363451207,0.09005844501,0.02457346951,0.01368144519,0.0501948167,0.2134247957,0.2881371747,0.005,0,0.0024,0.0162,0.0015,0.0764,0,0.0997,0.0504,0.02,0.0459,0.0608,0.0299,0.0429,0.5489,0.03198957429,87.79014238,0.846102,0.558986,3.060951171,16.01783933
