CODIGO_POSTAL,CODIGO_MUNICIPIO,edad_media,p_poblacion_menor_de_18,p_poblacion_mayor_65,media_personas_por_hogar,poblacion_municipio,poblacion_cp,crecimiento_poblaconal_2015,renta_media_por_persona,renta_media_por_hogar,p_suelo_urbano,p_agropecuario,p_cultural,p_deportivo,p_industrial,p_oficina,p_otros,p_publico,p_residencial,p_retail,p_salud,p_solteros,p_casados,p_viudos,p_separados,p_divorciados,p_extranjeros,p_hogares_unipersonales,p_ocup_agropecuaria,p_ocup_pesca,p_ocup_mineria,p_ocup_manufactura,p_ocup_dirstr_gas_elec_agua,p_ocup_construccion,p_ocup_taller_automotriz,p_ocup_hosteleria,p_ocup_transporte,p_ocup_financiera,p_ocup_inmobiliarias,p_ocup_adm_publica,p_ocup_educacion,p_ocup_medicina,p_ocup_otros,p_casas_con_servicio_domestico,prop_masculinidad,prop_reemplazamiento,prop_dependientes,prop_analfabetas,prop_paro
28933,28092,41.8,17,17.9,2.78,203472,30515,0.0033,10698,30231,0.381,0.007758139,0.001227013,0.000877547,0.008845365,0.005273049,0.301231672,0.00017085,0.629783797,0.043683213,0.001149354,0.495,0.457,0.028,0.013,0.007,0.040897919,0.075790684,0.003462798,0,0.000280767,0.172765559,0.005053814,0.101450632,0.167524567,0.056059897,0.084604586,0.046794572,0.06888161,0.101263453,0.068694431,0.049695835,0.050818905,0.02189986,97.9,1.4,0.3,0.6,22.2
28934,28092,41.8,17,17.9,2.78,203472,23788,0.0033,10698,30231,0.381,0.007758139,0.001227013,0.000877547,0.008845365,0.005273049,0.301231672,0.00017085,0.629783797,0.043683213,0.001149354,0.482,0.464,0.037,0.011,0.005,0.022154027,0.089573733,0.005263834,0,0.000513545,0.201309539,0.005263834,0.174861985,0.182051611,0.079471049,0.070227244,0.02221081,0.05084093,0.078829118,0.026704327,0.034535884,0.044036462,0.023879831,99.8,1.3,0.3,1.7,25.5
28935,28092,41.8,17,17.9,2.78,203472,55914,0.0033,10698,30231,0.381,0.007758139,0.001227013,0.000877547,0.008845365,0.005273049,0.301231672,0.00017085,0.629783797,0.043683213,0.001149354,0.487,0.47,0.026,0.011,0.006,0.029098258,0.062492141,0.003720589,0,0.000262013,0.194047058,0.003406173,0.137452183,0.171618718,0.073049311,0.079285228,0.028559451,0.06319761,0.095844469,0.038568359,0.047109993,0.043232196,0.02027983,99.6,1.7,0.4,1,23.4
28936,28092,41.8,17,17.9,2.78,203472,24436,0.0033,10698,30231,0.381,0.007758139,0.001227013,0.000877547,0.008845365,0.005273049,0.301231672,0.00017085,0.629783797,0.043683213,0.001149354,0.49,0.464,0.023,0.014,0.008,0.038222295,0.058046728,0.003244412,0,0.00036049,0.187094448,0.006128335,0.123768325,0.180605624,0.06813266,0.083994232,0.032804614,0.061884162,0.091083874,0.048546023,0.048425859,0.046623408,0.017183369,97.8,1.6,0.3,0.7,25
28937,28092,41.8,17,17.9,2.78,203472,9457,0.0033,10698,30231,0.381,0.007758139,0.001227013,0.000877547,0.008845365,0.005273049,0.301231672,0.00017085,0.629783797,0.043683213,0.001149354,0.461202456,0.04302138707,0.01920303293,0.01096138789,0.02179915111,0.1470277791,0.1770224587,0.0087,0,0.0003,0.0304,0.0025,0.1573,0,0.1035,0.0866,0.0076,0.0237,0.0555,0.033,0.0445,0.4463,0.02061326033,97.67976589,0.664634146,0.354557161,1.983806965,16.85250358
28938,28092,41.8,17,17.9,2.78,203472,34438,0.0033,10698,30231,0.381,0.007758139,0.001227013,0.000877547,0.008845365,0.005273049,0.301231672,0.00017085,0.629783797,0.043683213,0.001149354,0.4815879686,0.03101846732,0.01548158797,0.008597810461,0.0165044786,0.09256334803,0.1904223955,0.0087,0,0.0003,0.0304,0.0025,0.1573,0,0.1035,0.0866,0.0076,0.0237,0.0555,0.033,0.0445,0.4463,0.02061326033,97.8058587,0.669553756,0.295732547,1.594206316,16.85250358
28939,28015,31.9,29.6,4.7,3.06,28889,2709,0.0343,12704,39143,0.0903,0.058977273,0.000852273,0.004034091,0.025738636,0.007272727,0.231363636,0.001420455,0.649375,0.020568182,0.000397727,0.471,0.478,0.039,0.008,0.004,0.026208933,0.068640646,0.018921476,0,0,0.238410596,0.002838221,0.094607379,0.17218543,0.063386944,0.056764428,0.040681173,0.056764428,0.093661306,0.048249763,0.051087985,0.055818354,0.006622517,102,1.7,0.4,0.9,16.7
28941,28058,38.9,19.7,10.3,2.99,192245,31886,-9.00E-04,9509,29183,0.2944,0.008131952,0.001601614,0.001159179,0.027572537,0.009211493,0.280671793,0.000230066,0.623364097,0.046128253,0.001929016,0.471,0.497,0.017,0.009,0.005,0.027033808,0.048833424,0.005040233,0,0.000707401,0.222477673,0.004244407,0.151383854,0.160756919,0.064019807,0.091873729,0.019099832,0.060659652,0.08365019,0.039260766,0.037138562,0.039172341,0.020249359,100.5,2.6,0.4,0.8,21.8
28942,28058,38.9,19.7,10.3,2.99,192245,26026,-9.00E-04,9509,29183,0.2944,0.008131952,0.001601614,0.001159179,0.027572537,0.009211493,0.280671793,0.000230066,0.623364097,0.046128253,0.001929016,0.494,0.472,0.018,0.012,0.005,0.037231999,0.048572997,0.005207128,0,0.001272854,0.212566536,0.003587133,0.152510993,0.169520944,0.067229808,0.092686878,0.020712798,0.058551261,0.095001157,0.034135617,0.03216848,0.038069891,0.01666281,99.9,2.2,0.4,0.6,23.3
28943,28058,38.9,19.7,10.3,2.99,192245,36445,-9.00E-04,9509,29183,0.2944,0.008131952,0.001601614,0.001159179,0.027572537,0.009211493,0.280671793,0.000230066,0.623364097,0.046128253,0.001929016,0.485,0.481,0.019,0.011,0.005,0.024447798,0.051767677,0.004339843,0,0.000333834,0.238858287,0.00392255,0.155483225,0.158404273,0.065765315,0.095476548,0.016775163,0.054414956,0.082540477,0.028542814,0.031797697,0.038474378,0.024536805,101.9,2.2,0.4,0.9,23.9
28944,28058,38.9,19.7,10.3,2.99,192245,33811,-9.00E-04,9509,29183,0.2944,0.008131952,0.001601614,0.001159179,0.027572537,0.009211493,0.280671793,0.000230066,0.623364097,0.046128253,0.001929016,0.489,0.466,0.028,0.012,0.005,0.031823963,0.076033565,0.011721872,8.88E-05,0.000621614,0.243051239,0.002930468,0.173874434,0.159222094,0.060829411,0.08320753,0.016250777,0.051949205,0.068377586,0.029215878,0.032945564,0.040582542,0.025042181,100.3,1.8,0.4,1.5,25.1
28945,28058,38.9,19.7,10.3,2.99,192245,35368,-9.00E-04,9509,29183,0.2944,0.008131952,0.001601614,0.001159179,0.027572537,0.009211493,0.280671793,0.000230066,0.623364097,0.046128253,0.001929016,0.482,0.482,0.021,0.011,0.004,0.02714318,0.057787453,0.003803539,8.27E-05,0.000496114,0.240036382,0.004134281,0.172564908,0.168761369,0.052257318,0.087812138,0.016537126,0.055151315,0.071936497,0.03348768,0.033239623,0.036712419,0.022738548,101.7,1.8,0.4,1,23.1
28946,28058,38.9,19.7,10.3,2.99,192245,28,-9.00E-04,9509,29183,0.2944,0.008131952,0.001601614,0.001159179,0.027572537,0.009211493,0.280671793,0.000230066,0.623364097,0.046128253,0.001929016,0.357,0.643,0,0,0,0.25,0.111111111,0.0625,0,0,0.375,0,0.0625,0.0625,0.125,0.125,0,0.0625,0,0.0625,0,0,0.0625,154.5,1.2,0.2,0,11.1
28947,28058,38.9,19.7,10.3,2.99,192245,3,-9.00E-04,9509,29183,0.2944,0.008131952,0.001601614,0.001159179,0.027572537,0.009211493,0.280671793,0.000230066,0.623364097,0.046128253,0.001929016,0.333,0.667,0,0,0,0,0.1150442478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.5,0,0,100
28950,28089,38.3,21.3,10.6,3.08,4853,2289,-0.0233,10452,33058,0.0469,0.32745098,0.004901961,0.016666667,0.319607843,0.048039216,0.103921569,0.044117647,0.017647059,0.112745098,0.004901961,0.454,0.48,0.052,0.01,0.004,0.05024028,0.093057607,0.042654028,0,0.001184834,0.319905213,0.004739336,0.150473934,0.1492891,0.045023697,0.062796209,0.022511848,0.03436019,0.063981043,0.037914692,0.024881517,0.029620853,0.010663507,98.4,1.8,0.4,2.1,19.6
28970,28073,34.5,25.6,7.2,3.05,19235,4722,-5.00E-04,8917,27610,0.1961,0.044609665,0.001269381,0.001178711,0.020219422,0.008794995,0.213527972,0.008613655,0.642125306,0.058935534,0.00072536,0.486,0.466,0.028,0.015,0.005,0.038119441,0.080887616,0.037812289,0,0,0.24375422,0.002700878,0.214044564,0.130317353,0.074274139,0.071573261,0.007427414,0.045914922,0.053342336,0.022282242,0.016880486,0.043889264,0.035786631,105,2.8,0.5,1,28.2
28971,28066,38.1,22.6,10.9,3.06,9762,3748,0.0173,11976,37071,0.2138,0.148641255,0.00091191,0.00474193,0.065292723,0.011672442,0.033923035,0.000547146,0.686667883,0.046142623,0.001459055,0.485,0.467,0.035,0.008,0.005,0.024279616,0.092054264,0.016618497,0,0,0.294797688,0.00433526,0.091040462,0.184971098,0.053468208,0.066473988,0.030346821,0.051300578,0.062138728,0.071531792,0.032514451,0.032514451,0.007947977,107.1,1.6,0.4,1.2,16.2
28976,28017,41.3,19.2,13.5,2.78,1606,426,0.0275,11875,33600,0.0919,0.165266106,0.001867414,0.013071895,0.014939309,0.000933707,0.016806723,0.000933707,0.776844071,0.006535948,0.00280112,0.4947209653,0.04223227753,0.02262443439,0.00754147813,0.01206636501,0.07244655582,0.1142857143,0,0,0,0,0,0.2381,0,0,0.381,0,0,0.1905,0,0,0.1905,0.02042571997,103.846,0.87755102,0.40776699,0.296912114,9.382422803
28977,28036,35.8,25,7.9,2.91,3604,3048,0.0121,10135,30019,0.1649,0.33720087,0.002175489,0.005076142,0.104423495,0.047860769,0.353879623,0.008701958,0.103698332,0.034807832,0.002175489,0.479988726,0.04002254791,0.01972942503,0.01042841037,0.02480270575,0.07208386949,0.09466111321,0,0,0,0.0978,0,0.2065,0,0.0652,0.0543,0.0109,0.0109,0.0652,0.0543,0.0435,0.3913,0.02042571997,103.407,1.126530612,0.41331484,1.525940997,24.03388036
28978,28034,34.6,28,7.6,3.17,5846,1771,0.0194,10704,34287,0.1376,0.235435435,0.001801802,0.009009009,0.028228228,0.001501502,0.028828829,0.000600601,0.675375375,0.017117117,0.002102102,0.516,0.409,0.064,0.009,0.002,0.036137775,0.16194332,0.049844237,0,0,0.280373832,0.001557632,0.147975078,0.147975078,0.04517134,0.054517134,0.024922118,0.043613707,0.062305296,0.046728972,0.048286604,0.024922118,0.021806854,102.4,1.5,0.5,3.7,14.7
28979,28140,37.7,22.9,10,2.99,3942,1449,-0.003,11174,33786,0.0877,0.091143594,0.003009458,0.000859845,0.05760963,0.000859845,0.145743766,0.000429923,0.677128117,0.021066208,0.002149613,0.467,0.461,0.055,0.009,0.009,0.05521049,0.145496536,0.037549407,0.001976285,0.001976285,0.249011858,0.001976285,0.114624506,0.173913043,0.053359684,0.077075099,0.023715415,0.063241107,0.071146245,0.033596838,0.033596838,0.053359684,0.009881423,104.7,1.3,0.4,2.1,22.6
28981,28106,36.3,23.4,10.2,2.96,123742,47403,0.0051,8611,26282,0.2377,0.011958998,0.001198897,0.000749311,0.009051672,0.004960436,0.228404868,0.000449586,0.698567318,0.043969548,0.000689366,0.471731668,0.03211464494,0.01838372141,0.007940775053,0.02845444394,0.2478307414,0.1508611014,0.0053,0,0.0024,0.0225,0.0018,0.2073,0,0.1114,0.0972,0.0118,0.0219,0.0634,0.0314,0.0308,0.3928,0.02042571997,102.6419289,1.030076748,0.354144057,1.383726423,22.97310256
28982,28106,36.3,23.4,10.2,2.96,123742,24442,0.0051,8611,26282,0.2377,0.011958998,0.001198897,0.000749311,0.009051672,0.004960436,0.228404868,0.000449586,0.698567318,0.043969548,0.000689366,0.4741359362,0.03428908008,0.01891158466,0.008456570671,0.02909312746,0.2314108953,0.1448796874,0.0053,0,0.0024,0.0225,0.0018,0.2073,0,0.1114,0.0972,0.0118,0.0219,0.0634,0.0314,0.0308,0.3928,0.02042571997,102.7035993,1.030707071,0.355001385,3.061704732,22.97310256
28983,28106,36.3,23.4,10.2,2.96,123742,47111,0.0051,8611,26282,0.2377,0.011958998,0.001198897,0.000749311,0.009051672,0.004960436,0.228404868,0.000449586,0.698567318,0.043969548,0.000689366,0.4825623264,0.02290730771,0.01577449333,0.008195878056,0.008607386578,0.1116982865,0.285706553,0.0053,0,0.0024,0.0225,0.0018,0.2073,0,0.1114,0.0972,0.0118,0.0219,0.0634,0.0314,0.0308,0.3928,0.02042571997,102.6802616,1.031059811,0.355435377,0.9062629361,22.97310256
28984,28106,36.3,23.4,10.2,2.96,123742,2584,0.0051,8611,26282,0.2377,0.011958998,0.001198897,0.000749311,0.009051672,0.004960436,0.228404868,0.000449586,0.698567318,0.043969548,0.000689366,0.4761433102,0.02977034424,0.01768993313,0.00819774126,0.02205165266,0.1016566265,0.08982035928,0.0053,0,0.0024,0.0225,0.0018,0.2073,0,0.1114,0.0972,0.0118,0.0219,0.0634,0.0314,0.0308,0.3928,0.02042571997,102.6666667,1.02661597,0.355648536,0,22.97310256
28990,28150,37.9,24.3,12.2,3.03,4219,1504,-5.00E-04,10054,30797,0.0138,0.27486631,0.004278075,0.011764706,0.196791444,0.007486631,0.264171123,0.005347594,0.196791444,0.036363636,0.002139037,0.455,0.469,0.068,0.003,0.004,0.017952128,0.129166667,0.108870968,0,0.002016129,0.243951613,0.004032258,0.20766129,0.137096774,0.028225806,0.050403226,0.016129032,0.046370968,0.038306452,0.048387097,0.028225806,0.024193548,0.014112903,106,1.4,0.5,3.2,21.5
28991,28149,36.2,23.8,9.1,3,8314,3219,0.0287,11269,34000,0.1158,0.140031032,0.001939488,0.002909232,0.044996121,0.009115593,0.121993794,0.001745539,0.629751746,0.046935609,0.000581846,0.476,0.493,0.02,0.007,0.004,0.027027027,0.074034335,0.01177394,0,0.000784929,0.291208791,0.005494505,0.12166405,0.166405024,0.040031397,0.065934066,0.037676609,0.054160126,0.063579278,0.039246468,0.043171115,0.049450549,0.009419152,99.9,2,0.4,1.1,17.6
28055,28079,41.9,16.30925926,20.31851852,2.503148148,3075434.204,53593,0.003422222222,15906.62963,"32,584",0.3659425926,0.001244945352,0.001072831222,0.0007165958148,1.35E-04,0.01442026102,0.2541898294,0.0006595036852,0.6790286364,0.04789684678,0.0006354415926,0.4576185671,0.02956609485,0.01513622603,0.01140262361,0.02310797175,0.1004134094,0.163755978,0.005577843815,0.00005238538889,0.0007180825926,0.1425035746,0.006989448019,0.0683386583,0.1442557063,0.05346876311,0.07839542493,0.05745661876,0.09264973344,0.1112583984,0.06904768641,0.06092849915,0.076915417,0.03198957429,87.85446388,0.847314847,0.493397225,1.153915957,16.01783933
28708,28134,38.6,21,13,2.81,85707,1369,0.009,13980,39534,0.2581,0.010546939,0.000897959,0.000914286,0.012816327,0.050644898,0.330840816,0.001567347,0.555412245,0.036032653,0.000326531,0.4593908629,0.02538071066,0.01370558376,0.0192893401,0.003045685279,0.1616524472,0.08256880734,0.0092,0,0.0042,0.0333,0.0038,0.1219,0,0.0872,0.0547,0.0149,0.0306,0.0787,0.0317,0.0321,0.4977,0.02042571997,93.59186569,0.899888765,0.414322692,0,13.15481563
28790,28903,38.4,21,11,2.83,45496,919,0.0284,18056,51533,0.286,0.012453054,0.001729591,0.002569678,0.008005535,0.048379126,0.043684523,0.000741253,0.874876458,0.006621862,0.000938921,0.483,0.482,0.019,0.009,0.008,0.047461792,0.098978289,0.002144772,0,0.0000894,0.155317248,0.008400357,0.037533512,0.094101877,0.028418231,0.081233244,0.081411975,0.10893655,0.165236819,0.099821269,0.090884718,0.036461126,0.009204647,98.5,1.7,0.4,0.2,13.13440342
28707,28134,37.5,21,13,2.81,85707,1460,0.009,13980,39534,0.2581,0.010546939,0.000897959,0.000914286,0.012816327,0.050644898,0.330840816,0.001567347,0.555412245,0.036032653,0.000326531,0.4438585608,0.02388337469,0.01892059553,0.01240694789,0.004962779156,0.1866367272,0.1996666667,0.0092,0,0.0042,0.0333,0.0038,0.1219,0,0.0872,0.0547,0.0149,0.0306,0.0787,0.0317,0.0321,0.4977,0.02042571997,96.01908209,0.931506849,0.386950454,0.2333450006,13.15481563
28709,28134,37.4,21,13,2.81,85707,493,0.009,13980,39534,0.2581,0.010546939,0.000897959,0.000914286,0.012816327,0.050644898,0.330840816,0.001567347,0.555412245,0.036032653,0.000326531,0.4415584416,0.02597402597,0.01298701299,0.01298701299,0,0.1047081315,0.2335967433,0.0092,0,0.0042,0.0333,0.0038,0.1219,0,0.0872,0.0547,0.0149,0.0306,0.0787,0.0317,0.0321,0.4977,0.02042571997,96.12452351,0.923828125,0.384971616,0.1750087504,13.15481563
