CODIGO_POSTAL,edad_media,p_poblacion_menor_de_18,p_poblacion_mayor_65,media_personas_por_hogar,poblacion,crecimiento_poblaconal_2015,renta_media_por_persona,renta_media_por_hogar,p_suelo_urbano,p_agropecuario,p_cultural,p_deportivo,p_industrial,p_oficina,p_otros,p_publico,p_residencial,p_retail,p_salud,p_solteros,p_casados,p_viudos,p_separados,p_divorciados,p_extranjeros,p_hogares_unipersonales,p_ocup_agropecuaria,p_ocup_pesca,p_ocup_mineria,p_ocup_manufactura,p_ocup_dirstr_gas_elec_agua,p_ocup_construccion,p_ocup_taller_automotriz,p_ocup_hosteleria,p_ocup_transporte,p_ocup_financiera,p_ocup_inmobiliarias,p_ocup_adm_publica,p_ocup_educacion,p_ocup_medicina,p_ocup_otros,p_casas_con_servicio_domestico,prop_masculinidad,prop_reemplazamiento,prop_dependientes,prop_analfabetas,prop_paro
28350,37.4,22.1,10.8,2.82,22081,0.0043,9806,28079,0.0913,0.071299856,0.000901009,0.001381547,0.046552138,0.008889957,0.272405094,0.00594666,0.562469966,0.029432965,0.000720807,0.447,0.484,0.054,0.011,0.004,0.020008035,0.110167008,0.029355609,0,0.006682578,0.201670644,0.004057279,0.154176611,0.148448687,0.038663484,0.066825776,0.02124105,0.050357995,0.065155131,0.03627685,0.135799523,0.029355609,0.011933174,102.7,1.5,0.5,5.2,22.2
28863,35.3,25.9,7.2,3.13,7046,0.0178,15288,48264,0.0524,0.064631463,0.001650165,0.00660066,0.03960396,0.01320132,0.132838284,0.000825083,0.716171617,0.023652365,0.000825083,0.465,0.488,0.023,0.012,0.012,0.051108968,0.108108108,0.019753086,0,0.001234568,0.216049383,0.007407407,0.091358025,0.151851852,0.035802469,0.154320988,0.050617284,0.062962963,0.055555556,0.054320988,0.049382716,0.034567901,0.014814815,102.5,2,0.5,0.7,17.1
28450,39.6,22,13.6,2.79,6623,0.0163,13398,37657,0.1397,0.234338747,0.004060325,0.021461717,0.053364269,0.005800464,0.383410673,0.005220418,0.223317865,0.063225058,0.005800464,0.453,0.478,0.048,0.01,0.01,0.079563183,0.188811189,0.020790021,0,0.004158004,0.166320166,0.002079002,0.151767152,0.164241164,0.070686071,0.097713098,0.037422037,0.066528067,0.081081081,0.03950104,0.041580042,0.043659044,0.012474012,96.6,1.8,0.4,0.8,19.2
28400,39.1,20,12.5,2.86,61738,0.0073,10977,32373,0.328,0.01120718,0.001028784,0.002079457,0.016482434,0.00941228,0.311108679,0.001619788,0.602779906,0.043471599,0.000809894,0.473,0.473,0.032,0.014,0.009,0.060347455,0.112717801,0.009132765,0,0.000905729,0.136765039,0.011548041,0.113065137,0.16423881,0.051022719,0.087402823,0.047324326,0.079326742,0.101441618,0.071628047,0.051702015,0.056079704,0.01796362,98.4,1.9,0.4,0.8,20
28380,41.4,19.4,16.7,2.67,7808,-0.0156,8408,23243,0.0089,0.155670417,0.001368197,0.00805716,0.058376406,0.002128306,0.035573123,0.001216175,0.729857099,0.006993007,0.000760109,0.417,0.513,0.064,0.004,0.002,0.008041458,0.135300668,0.067933218,0,0.007484168,0.186528497,0.004029937,0.3845711,0.121473805,0.036845135,0.037996546,0.009786989,0.02302821,0.041450777,0.015544041,0.028209557,0.02417962,0.0109384,95.1,1.6,0.6,6.9,15.4
28213,41.6,17.9,17,2.57,1581,0.0161,11168,28853,0.0309,0.202069385,0.001825928,0.009129641,0.062690201,0.003043214,0.043213634,0.003651856,0.659160073,0.012781497,0.002434571,0.408,0.442,0.131,0.01,0.009,0.053921569,0.255555556,0.066945607,0,0.008368201,0.142259414,0.020920502,0.205020921,0.10460251,0.050209205,0.066945607,0.041841004,0.046025105,0.083682008,0.029288703,0.075313808,0.037656904,0.020920502,88,1.3,0.8,1.4,19
28770,38.3,21.3,11.8,2.93,47349,0.0128,13238,39265,0.0355,0.037404554,0.001009116,0.002657338,0.017928622,0.013219415,0.235090316,0.000941841,0.654546066,0.036059067,0.001143664,0.461,0.473,0.05,0.011,0.005,0.027965559,0.111543909,0.016117868,0,0.001681005,0.170374765,0.018886582,0.147631761,0.127163057,0.039058637,0.0745575,0.038564224,0.070107782,0.104123406,0.071689904,0.065361416,0.035993276,0.018392168,98.1,1.7,0.5,1.6,18.3
28270,37.3,24.6,10.8,3.06,8845,0.0094,11805,37186,0.0747,0.128813559,0.001506591,0.006214689,0.011676083,0.001883239,0.141054614,0.003013183,0.685310734,0.01920904,0.001318267,0.461,0.469,0.041,0.016,0.012,0.057897695,0.165833333,0.006181319,0,0.000686813,0.098901099,0.018543956,0.183379121,0.140796703,0.041895604,0.050137363,0.04532967,0.084478022,0.10782967,0.067994505,0.050137363,0.091346154,0.010989011,101.5,1.8,0.4,1.3,14.9
28811,39.3,20.4,15,2.56,686,0.0239,10767,27624,0.0104,0.150943396,0.005145798,0.006861063,0.017152659,0,0.109777015,0.005145798,0.696397942,0.006861063,0.001715266,0.417,0.508,0.07,0.003,0.003,0.013020833,0.157480315,0.068965517,0,0,0.206896552,0.00862069,0.206896552,0.181034483,0.060344828,0.051724138,0.034482759,0.060344828,0.00862069,0.025862069,0.017241379,0.068965517,0,104.3,1.1,0.6,2.3,10.1
28821,42.2,15.9,16.7,2.87,81350,-0.0186,11255,33598,0.6011,0.004025765,0.000992398,0.000617908,0.020353518,0.017170355,0.327828334,0.000243418,0.578474329,0.049451373,0.000842602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28822,42.2,15.9,16.7,2.87,81350,-0.0186,11255,33598,0.6011,0.004025765,0.000992398,0.000617908,0.020353518,0.017170355,0.327828334,0.000243418,0.578474329,0.049451373,0.000842602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28823,42.2,15.9,16.7,2.87,81350,-0.0186,11255,33598,0.6011,0.004025765,0.000992398,0.000617908,0.020353518,0.017170355,0.327828334,0.000243418,0.578474329,0.049451373,0.000842602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28978,34.6,28,7.6,3.17,5846,0.0194,10704,34287,0.1376,0.235435435,0.001801802,0.009009009,0.028228228,0.001501502,0.028828829,0.000600601,0.675375375,0.017117117,0.002102102,0.516,0.409,0.064,0.009,0.002,0.036137775,0.16194332,0.049844237,0,0,0.280373832,0.001557632,0.147975078,0.147975078,0.04517134,0.054517134,0.024922118,0.043613707,0.062305296,0.046728972,0.048286604,0.024922118,0.021806854,102.4,1.5,0.5,3.7,14.7
28814,34.6,28.6,6.4,3.12,10090,0.0137,12817,40393,0.0425,0.058930373,0.001009082,0.003632694,0.06740666,0.017759839,0.078102926,0.005045409,0.732996973,0.034308779,0.000807265,0.46,0.492,0.032,0.011,0.005,0.034993825,0.128404669,0.020491803,0,0.00204918,0.30942623,0.007172131,0.104508197,0.140368852,0.046106557,0.089139344,0.047131148,0.054303279,0.06352459,0.027663934,0.030737705,0.048155738,0.009221311,101.7,2.1,0.4,0.9,16.3
28280,41.4,18.9,16.1,2.68,15281,0.0125,12999,35849,0.1047,0.074781607,0.001727945,0.006911779,0.014879524,0.002303926,0.001535951,0.00124796,0.863300374,0.03187098,0.001439954,0.478,0.446,0.055,0.013,0.007,0.047384155,0.15769414,0.023391813,0,0.000449843,0.116959064,0.009446694,0.127755286,0.153396311,0.078272605,0.065677013,0.036437247,0.068825911,0.114709852,0.074224022,0.060278902,0.046333783,0.022492128,93.4,1.5,0.5,0.9,18.4
28595,44,15.8,20.6,2.64,1149,-0.052,7913,22639,0.0111,0.177676538,0.001138952,0.005125285,0.019931663,0.000569476,0.111047836,0.009111617,0.664009112,0.009111617,0.002277904,0.548,0.38,0.067,0.002,0.003,0.005576208,0.256476684,0.06271777,0,0.003484321,0.212543554,0.003484321,0.226480836,0.149825784,0.027874564,0.090592334,0.027874564,0.045296167,0.052264808,0.041811847,0.017421603,0.027874564,0.010452962,106.5,1.3,0.6,31,23.7
28214,37.6,23.9,12.3,2.78,1557,0.0084,8716,24610,0.0331,0.179344033,0.002791347,0.004884857,0.091416609,0,0.062805304,0.005582694,0.637124913,0.013956734,0.00209351,0.474,0.455,0.049,0.014,0.008,0.129133858,0.230769231,0.08994709,0,0,0.100529101,0,0.185185185,0.111111111,0.079365079,0.079365079,0.010582011,0.068783069,0.058201058,0.074074074,0.037037037,0.08994709,0.015873016,101.6,1.7,0.6,2.4,26.7
28815,38.3,23.8,13.2,2.73,2076,0.0232,11215,31066,0.0188,0.766547406,0.002683363,0.016100179,0.035778175,0.000894454,0.046511628,0.016100179,0.104651163,0.009838998,0.000894454,0.442,0.501,0.04,0.012,0.005,0.049627792,0.34375,0.084507042,0,0,0.211267606,0,0.165492958,0.137323944,0.045774648,0.105633803,0.028169014,0.038732394,0.070422535,0.01056338,0.031690141,0.038732394,0.031690141,115.5,1.1,0.4,2.5,18.6
28941,38.9,19.7,10.3,2.99,192245,-9e-04,9509,29183,0.2944,0.008131952,0.001601614,0.001159179,0.027572537,0.009211493,0.280671793,0.000230066,0.623364097,0.046128253,0.001929016,0.471,0.497,0.017,0.009,0.005,0.027033808,0.048833424,0.005040233,0,0.000707401,0.222477673,0.004244407,0.151383854,0.160756919,0.064019807,0.091873729,0.019099832,0.060659652,0.08365019,0.039260766,0.037138562,0.039172341,0.020249359,100.5,2.6,0.4,0.8,21.8
28942,38.9,19.7,10.3,2.99,192245,-9e-04,9509,29183,0.2944,0.008131952,0.001601614,0.001159179,0.027572537,0.009211493,0.280671793,0.000230066,0.623364097,0.046128253,0.001929016,0.494,0.472,0.018,0.012,0.005,0.037231999,0.048572997,0.005207128,0,0.001272854,0.212566536,0.003587133,0.152510993,0.169520944,0.067229808,0.092686878,0.020712798,0.058551261,0.095001157,0.034135617,0.03216848,0.038069891,0.01666281,99.9,2.2,0.4,0.6,23.3
28943,38.9,19.7,10.3,2.99,192245,-9e-04,9509,29183,0.2944,0.008131952,0.001601614,0.001159179,0.027572537,0.009211493,0.280671793,0.000230066,0.623364097,0.046128253,0.001929016,0.485,0.481,0.019,0.011,0.005,0.024447798,0.051767677,0.004339843,0,0.000333834,0.238858287,0.00392255,0.155483225,0.158404273,0.065765315,0.095476548,0.016775163,0.054414956,0.082540477,0.028542814,0.031797697,0.038474378,0.024536805,101.9,2.2,0.4,0.9,23.9
28944,38.9,19.7,10.3,2.99,192245,-9e-04,9509,29183,0.2944,0.008131952,0.001601614,0.001159179,0.027572537,0.009211493,0.280671793,0.000230066,0.623364097,0.046128253,0.001929016,0.489,0.466,0.028,0.012,0.005,0.031823963,0.076033565,0.011721872,8.88021e-05,0.000621614,0.243051239,0.002930468,0.173874434,0.159222094,0.060829411,0.08320753,0.016250777,0.051949205,0.068377586,0.029215878,0.032945564,0.040582542,0.025042181,100.3,1.8,0.4,1.5,25.1
28945,38.9,19.7,10.3,2.99,192245,-9e-04,9509,29183,0.2944,0.008131952,0.001601614,0.001159179,0.027572537,0.009211493,0.280671793,0.000230066,0.623364097,0.046128253,0.001929016,0.482,0.482,0.021,0.011,0.004,0.02714318,0.057787453,0.003803539,8.26856e-05,0.000496114,0.240036382,0.004134281,0.172564908,0.168761369,0.052257318,0.087812138,0.016537126,0.055151315,0.071936497,0.03348768,0.033239623,0.036712419,0.022738548,101.7,1.8,0.4,1,23.1
28946,38.9,19.7,10.3,2.99,192245,-9e-04,9509,29183,0.2944,0.008131952,0.001601614,0.001159179,0.027572537,0.009211493,0.280671793,0.000230066,0.623364097,0.046128253,0.001929016,0.357,0.643,0,0,0,0.25,0.111111111,0.0625,0,0,0.375,0,0.0625,0.0625,0.125,0.125,0,0.0625,0,0.0625,0,0,0.0625,154.5,1.2,0.2,0,11.1
28947,38.9,19.7,10.3,2.99,192245,-9e-04,9509,29183,0.2944,0.008131952,0.001601614,0.001159179,0.027572537,0.009211493,0.280671793,0.000230066,0.623364097,0.046128253,0.001929016,0.333,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.5,0,0,100
28140,39.1,20.9,12.8,2.91,6287,0.0029,11479,33881,0.075,0.182399591,0.001790739,0.004093118,0.05346636,0.013046815,0.085699667,0.00102328,0.618060885,0.038372985,0.002046559,0.453,0.493,0.038,0.009,0.007,0.04457606,0.118134715,0.059777968,0,0.004269855,0.226302306,0.004269855,0.164816396,0.138343296,0.055508113,0.082835184,0.030742955,0.064901793,0.048676345,0.030742955,0.028181042,0.048676345,0.011101623,106,1.7,0.4,1.4,15.8
28597,42.2,16.7,17.2,2.46,1931,0.0031,8687,21953,0.013,0.147518382,0.002297794,0.005974265,0.051930147,0.001378676,0.0625,0.004595588,0.708180147,0.013786765,0.001838235,0.411,0.506,0.073,0.007,0.004,0.00286123,0.140625,0.088948787,0,0.008086253,0.234501348,0.002695418,0.264150943,0.137466307,0.051212938,0.043126685,0.005390836,0.018867925,0.059299191,0.016172507,0.037735849,0.029649596,0.002695418,93.9,1.5,0.6,5.3,23.2
28260,38.6,21.4,11.9,2.91,32401,0.015,12941,38641,0.1466,0.005329507,0.00097366,0.007635544,0.012401353,0.004355847,0.202521267,0.000717434,0.72788767,0.037306549,0.000871169,0.465,0.481,0.033,0.012,0.009,0.062141913,0.143595322,0.012345679,0,0.000685871,0.105166895,0.005258345,0.163465935,0.136945588,0.045724737,0.063557385,0.062185642,0.095564701,0.096707819,0.076131687,0.054183813,0.062871513,0.018518519,101.5,2.1,0.4,1.7,17.6
28743,47,10.6,19.6,2.08,331,-0.057,13897,29219,0.0071,0.128805621,0.00117096,0.025761124,0.206088993,0.00117096,0.025761124,0.008196721,0.583138173,0.015222482,0.004683841,0.327,0.553,0.105,0.008,0.006,0.012658228,0.280788177,0.173228346,0,0,0.149606299,0.007874016,0.196850394,0.141732283,0.070866142,0.047244094,0.031496063,0.015748031,0.05511811,0.015748031,0.05511811,0.031496063,0,110.7,1.3,0.7,2.7,22.6
28739,47.2,15.1,20.1,1.9,318,-0.0334,11513,23166,0.0222,0.159777424,0.000794913,0.00317965,0.182034976,0,0.041335453,0.003974563,0.597774245,0.007154213,0.003974563,0.344,0.552,0.1,0.004,0,0.003584229,0.282051282,0.142857143,0,0,0.076923077,0.010989011,0.120879121,0.142857143,0.10989011,0.076923077,0,0.076923077,0.10989011,0.043956044,0.054945055,0.021978022,0.010989011,96.5,1.3,0.7,1.9,27.8
28737,42,18.2,16.5,2.26,176,0.0292,12842,28978,0.008,0.375,0.002604167,0.005208333,0.091145833,0,0.028645833,0.002604167,0.481770833,0.010416667,0.002604167,0.478,0.454,0.065,0.003,0,0.02173913,0.279411765,0.160305344,0,0,0.083969466,0.007633588,0.221374046,0.129770992,0.076335878,0.076335878,0,0.053435115,0.038167939,0.053435115,0.053435115,0.022900763,0.022900763,107.9,1.4,0.6,0.9,16
28901,41.3,18.5,18.7,2.64,176781,0.0132,11811,31763,0.2424,0.017267866,0.001553017,0.000671575,0.013137681,0.009846965,0.271425333,0.00039455,0.647221779,0.037826448,0.000654785,0.461,0.475,0.048,0.011,0.005,0.021444383,0.114748603,0.005453797,0,0.000411607,0.283391644,0.004013171,0.116793579,0.160423956,0.045997119,0.065548467,0.025108047,0.06626878,0.090965219,0.049187076,0.03426631,0.035809837,0.016155588,97.9,1.4,0.4,1.8,23.8
28902,41.3,18.5,18.7,2.64,176781,0.0132,11811,31763,0.2424,0.017267866,0.001553017,0.000671575,0.013137681,0.009846965,0.271425333,0.00039455,0.647221779,0.037826448,0.000654785,0.442,0.478,0.063,0.012,0.005,0.02435724,0.134502924,0.004736973,0,0,0.272001995,0.001745201,0.100723012,0.170032411,0.05459985,0.078534031,0.030914984,0.068312142,0.065818998,0.051857392,0.041884817,0.04038893,0.017950636,94.3,1.3,0.4,2.2,24.8
28903,41.3,18.5,18.7,2.64,176781,0.0132,11811,31763,0.2424,0.017267866,0.001553017,0.000671575,0.013137681,0.009846965,0.271425333,0.00039455,0.647221779,0.037826448,0.000654785,0.466,0.48,0.042,0.009,0.004,0.020397511,0.091055061,0.003192251,0.000110078,0.000495349,0.260388574,0.004953492,0.129396224,0.169849744,0.050030271,0.091419451,0.022841103,0.062414002,0.069679124,0.031977544,0.037811657,0.045351973,0.020034124,99.4,1.4,0.3,1.8,24.7
28904,41.3,18.5,18.7,2.64,176781,0.0132,11811,31763,0.2424,0.017267866,0.001553017,0.000671575,0.013137681,0.009846965,0.271425333,0.00039455,0.647221779,0.037826448,0.000654785,0.445,0.492,0.048,0.011,0.004,0.025151054,0.113912084,0.004240386,0,0.001023541,0.276794853,0.003363065,0.149583272,0.163474192,0.051908174,0.07764293,0.02134815,0.065360433,0.062728469,0.029828922,0.030852464,0.038309694,0.023395233,98.6,1.3,0.3,2.9,26.5
28905,41.3,18.5,18.7,2.64,176781,0.0132,11811,31763,0.2424,0.017267866,0.001553017,0.000671575,0.013137681,0.009846965,0.271425333,0.00039455,0.647221779,0.037826448,0.000654785,0.492,0.472,0.025,0.007,0.004,0.014247252,0.036514049,0.002666393,0,0.000615322,0.311660343,0.004922572,0.081632653,0.151574198,0.036816737,0.08327351,0.036201415,0.054148292,0.079479028,0.07065942,0.048302738,0.030868629,0.006973644,101.2,1.2,0.3,0.7,20.1
28906,41.3,18.5,18.7,2.64,176781,0.0132,11811,31763,0.2424,0.017267866,0.001553017,0.000671575,0.013137681,0.009846965,0.271425333,0.00039455,0.647221779,0.037826448,0.000654785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28909,41.3,18.5,18.7,2.64,176781,0.0132,11811,31763,0.2424,0.017267866,0.001553017,0.000671575,0.013137681,0.009846965,0.271425333,0.00039455,0.647221779,0.037826448,0.000654785,0.482,0.47,0.031,0.01,0.006,0.02327532,0.065671642,0.014425851,0,0.001154068,0.185804962,0.007501443,0.109636469,0.156376226,0.049047894,0.109059435,0.044431621,0.077899596,0.084824005,0.046162724,0.063473745,0.043854587,0.00577034,100,1.9,0.4,1.3,21.7
28971,38.1,22.6,10.9,3.06,9762,0.0173,11976,37071,0.2138,0.148641255,0.00091191,0.00474193,0.065292723,0.011672442,0.033923035,0.000547146,0.686667883,0.046142623,0.001459055,0.485,0.467,0.035,0.008,0.005,0.024279616,0.092054264,0.016618497,0,0,0.294797688,0.00433526,0.091040462,0.184971098,0.053468208,0.066473988,0.030346821,0.051300578,0.062138728,0.071531792,0.032514451,0.032514451,0.007947977,107.1,1.6,0.4,1.2,16.2
28794,38.8,22.7,12.5,2.78,5933,0.0046,10821,30502,0.0291,0.136942675,0.000995223,0.004378981,0.052746815,0.001592357,0.106090764,0.001990446,0.673566879,0.021496815,0.000199045,0.473,0.464,0.05,0.008,0.005,0.036275695,0.143401015,0.071509648,0,0.003405221,0.156640182,0.004540295,0.183881952,0.165720772,0.053348468,0.066969353,0.044267877,0.045402951,0.061293984,0.055618615,0.043132804,0.028376844,0.015891033,101.4,1.6,0.5,0.8,16
28440,40.3,20.8,15.2,2.76,15236,0.0056,12547,34926,0.1083,0.053840632,0.001595278,0.004307251,0.019302864,0.005982292,0.111749222,0.000638111,0.774427694,0.026322087,0.00183457,0.452,0.481,0.046,0.015,0.007,0.027282851,0.144473455,0.017961877,0,0,0.086510264,0.005498534,0.152492669,0.152492669,0.092008798,0.043255132,0.031891496,0.047653959,0.135630499,0.053152493,0.115469208,0.046554252,0.019428152,97.3,1.6,0.4,1.1,19.1
28191,,,,,,,,,0.0029,0.247706422,0.004587156,0,0.197247706,0,0.02293578,0,0.490825688,0.032110092,0.004587156,0.424,0.432,0.121,0.019,0.004,0,0.36440678,0.0875,0,0,0.1625,0,0.175,0.0875,0.0375,0.15,0.0125,0.025,0.075,0.0625,0.0625,0.0375,0.025,108.9,1.3,0.9,0.9,15.8
28755,46.6,12.1,26.2,1.83,141,-0.014,13697,24920,0.0099,0.191044776,0.001492537,0.001492537,0.202985075,0,0.025373134,0.001492537,0.534328358,0.03880597,0.002985075,0.383,0.447,0.156,0,0.014,0,0.292307692,0.25,0,0,0.035714286,0,0.178571429,0.071428571,0.178571429,0.107142857,0.071428571,0,0.035714286,0,0.035714286,0,0.035714286,101.4,0.6,0.9,6.6,36.4
28191,,,,,,,,,0.0053,0.324022346,0.005586592,0.002793296,0.167597765,0,0.025139665,0,0.430167598,0.039106145,0.005586592,0.424,0.432,0.121,0.019,0.004,0,0.36440678,0.0875,0,0,0.1625,0,0.175,0.0875,0.0375,0.15,0.0125,0.025,0.075,0.0625,0.0625,0.0375,0.025,108.9,1.3,0.9,0.9,15.8
28240,40.1,20.9,13.9,2.82,7915,0.0129,14913,42524,0.0963,0.0674,0.0012,0.0082,0.015,0.0014,0.0518,6e-04,0.8306,0.0234,4e-04,0.486,0.458,0.037,0.01,0.009,0.060922763,0.171653543,0.015635622,0,0.001359619,0.181509177,0.006118287,0.092454113,0.163834126,0.035350102,0.061862678,0.04010877,0.084296397,0.131883073,0.071380014,0.040788579,0.054384772,0.01903467,103.1,1.8,0.5,0.6,16.2
28970,34.5,25.6,7.2,3.05,19235,-5e-04,8917,27610,0.1961,0.044609665,0.001269381,0.001178711,0.020219422,0.008794995,0.213527972,0.008613655,0.642125306,0.058935534,0.00072536,0.486,0.466,0.028,0.015,0.005,0.038119441,0.080887616,0.037812289,0,0,0.24375422,0.002700878,0.214044564,0.130317353,0.074274139,0.071573261,0.007427414,0.045914922,0.053342336,0.022282242,0.016880486,0.043889264,0.035786631,105,2.8,0.5,1,28.2
28911,42.6,17.9,21.1,2.66,185742,0.0023,11211,30164,0.2357,0.018799895,0.001693131,0.001131678,0.016764628,0.01397491,0.216896219,0.003114308,0.675190806,0.051908062,0.000526362,0.466,0.474,0.046,0.01,0.005,0.021694258,0.10056338,0.006539114,0,0.000847663,0.202591426,0.003390651,0.156696537,0.182247518,0.057398886,0.078953742,0.02397675,0.049285541,0.086945992,0.035480746,0.048558973,0.044320659,0.022402519,98.7,1.3,0.3,2.3,25.7
28912,42.6,17.9,21.1,2.66,185742,0.0023,11211,30164,0.2357,0.018799895,0.001693131,0.001131678,0.016764628,0.01397491,0.216896219,0.003114308,0.675190806,0.051908062,0.000526362,0.462,0.479,0.044,0.01,0.004,0.02437907,0.09309669,0.006298046,0,0.00055571,0.22052422,0.005464481,0.155320922,0.164119663,0.055941465,0.0915069,0.019912939,0.054922664,0.079003427,0.036121145,0.042419191,0.0429749,0.024636473,100.3,1.3,0.3,1.9,24.5
28913,42.6,17.9,21.1,2.66,185742,0.0023,11211,30164,0.2357,0.018799895,0.001693131,0.001131678,0.016764628,0.01397491,0.216896219,0.003114308,0.675190806,0.051908062,0.000526362,0.454,0.485,0.049,0.008,0.004,0.022066584,0.103275349,0.006079027,0,0.000967118,0.20668693,0.005250069,0.186239293,0.161646864,0.053329649,0.081099751,0.016717325,0.046421663,0.087731418,0.034678088,0.039375518,0.045454545,0.028184581,98.4,1.2,0.3,2.1,25.8
28914,42.6,17.9,21.1,2.66,185742,0.0023,11211,30164,0.2357,0.018799895,0.001693131,0.001131678,0.016764628,0.01397491,0.216896219,0.003114308,0.675190806,0.051908062,0.000526362,0.48,0.485,0.023,0.008,0.004,0.020362649,0.053665381,0.005556959,0,0.001262945,0.21267997,0.004546603,0.110381409,0.169739833,0.035362465,0.063905027,0.038898712,0.063147259,0.104066684,0.06819904,0.069461985,0.045213438,0.007325082,100.5,1.8,0.3,1.2,19.7
28915,42.6,17.9,21.1,2.66,185742,0.0023,11211,30164,0.2357,0.018799895,0.001693131,0.001131678,0.016764628,0.01397491,0.216896219,0.003114308,0.675190806,0.051908062,0.000526362,0.473,0.474,0.039,0.009,0.005,0.016573763,0.076129694,0.003136006,9.64925e-05,0.000627201,0.236551358,0.004969364,0.126984127,0.173734742,0.0623824,0.092391567,0.027066146,0.051430501,0.077290491,0.034689053,0.045592705,0.04346987,0.0192985,98.6,1.2,0.3,1.3,24.7
28916,42.6,17.9,21.1,2.66,185742,0.0023,11211,30164,0.2357,0.018799895,0.001693131,0.001131678,0.016764628,0.01397491,0.216896219,0.003114308,0.675190806,0.051908062,0.000526362,0.482,0.49,0.015,0.009,0.004,0.019569231,0.037358239,0.003046336,0.000160333,0.000641334,0.217412217,0.007375341,0.071508738,0.168350168,0.045374379,0.103896104,0.05371172,0.064133397,0.095077762,0.066859067,0.054834055,0.037678371,0.009780343,101.5,2,0.4,0.4,17.6
28917,42.6,17.9,21.1,2.66,185742,0.0023,11211,30164,0.2357,0.018799895,0.001693131,0.001131678,0.016764628,0.01397491,0.216896219,0.003114308,0.675190806,0.051908062,0.000526362,0.481,0.458,0.044,0.011,0.005,0.030412744,0.102838779,0.006952491,0,0.00023175,0.19235226,0.003244496,0.195133256,0.162920046,0.060023175,0.074391657,0.023174971,0.054692932,0.072769409,0.022247972,0.042178447,0.053997683,0.035457706,99.3,1.5,0.3,3.3,26.9
28918,42.6,17.9,21.1,2.66,185742,0.0023,11211,30164,0.2357,0.018799895,0.001693131,0.001131678,0.016764628,0.01397491,0.216896219,0.003114308,0.675190806,0.051908062,0.000526362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28919,42.6,17.9,21.1,2.66,185742,0.0023,11211,30164,0.2357,0.018799895,0.001693131,0.001131678,0.016764628,0.01397491,0.216896219,0.003114308,0.675190806,0.051908062,0.000526362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28890,35.4,24.8,7.6,2.9,8432,0.0237,10639,31270,0.032,0.147202522,0.001103231,0.002521671,0.063041765,0.062253743,0.203309693,0.000630418,0.499921198,0.019542947,0.000472813,0.434,0.495,0.061,0.007,0.003,0.030688623,0.136522754,0.006557377,0,0.016393443,0.346448087,0.002185792,0.160655738,0.116939891,0.049180328,0.087431694,0.029508197,0.036065574,0.056830601,0.033879781,0.015300546,0.029508197,0.013114754,99.6,1.9,0.5,4.6,21.1
28742,47.9,11.9,24.4,2.16,554,-0.0497,12951,28419,0.018,0.151380232,0.005342832,0.006233304,0.135351736,0.001780944,0.040071238,0.000890472,0.640249332,0.017809439,0.000890472,0.383,0.536,0.068,0.011,0.002,0.033783784,0.304347826,0.10738255,0,0,0.154362416,0.026845638,0.174496644,0.127516779,0.093959732,0.033557047,0.073825503,0.060402685,0.060402685,0.040268456,0.020134228,0.020134228,0.006711409,109.4,1.1,0.6,0.2,19.9
28752,41.8,18.4,17.4,2.5,1173,0.0182,9396,24640,0.0248,0.242636046,0.002995507,0.002995507,0.131802297,0.001497753,0.025461807,0.00449326,0.556165751,0.029455816,0.002496256,0.414,0.479,0.098,0.009,0,0.02722323,0.264150943,0.051136364,0,0,0.153409091,0.022727273,0.210227273,0.193181818,0.045454545,0.068181818,0.034090909,0.045454545,0.119318182,0.011363636,0.017045455,0,0.028409091,110.3,1.4,0.6,3,21.8
28753,41.8,18.4,17.4,2.5,1173,0.0182,9396,24640,0.0248,0.242636046,0.002995507,0.002995507,0.131802297,0.001497753,0.025461807,0.00449326,0.556165751,0.029455816,0.002496256,0.31,0.586,0.069,0,0.034,0,0.5,0,0,0,0.285714286,0,0.142857143,0,0.142857143,0.142857143,0,0.142857143,0,0,0.142857143,0,0,141.7,0.9,0.5,3.7,30
28754,41.8,18.4,17.4,2.5,1173,0.0182,9396,24640,0.0248,0.242636046,0.002995507,0.002995507,0.131802297,0.001497753,0.025461807,0.00449326,0.556165751,0.029455816,0.002496256,0.322,0.551,0.114,0.008,0.004,0.032653061,0.368421053,0.155844156,0,0,0.12987013,0.103896104,0.142857143,0.116883117,0.064935065,0.025974026,0.038961039,0.051948052,0.064935065,0.038961039,0.012987013,0.038961039,0.012987013,111.2,0.8,0.6,3,17.2
28755,,,,,,,,,0.0085,0.195767196,0.005291005,0.005291005,0.206349206,0,0.052910053,0.005291005,0.502645503,0.015873016,0.010582011,0.383,0.447,0.156,0,0.014,0,0.292307692,0.25,0,0,0.035714286,0,0.178571429,0.071428571,0.178571429,0.107142857,0.071428571,0,0.035714286,0,0.035714286,0,0.035714286,101.4,0.6,0.9,6.6,36.4
