CODIGO_POSTAL,edad_media,p_poblacion_menor_de_18,p_poblacion_mayor_65,media_personas_por_hogar,poblacion,crecimiento_poblaconal_2015,renta_media_por_persona,renta_media_por_hogar,p_suelo_urbano,p_agropecuario,p_cultural,p_deportivo,p_industrial,p_oficina,p_otros,p_publico,p_residencial,p_retail,p_salud,p_solteros,p_casados,p_viudos,p_separados,p_divorciados,p_extranjeros,p_hogares_unipersonales,p_ocup_agropecuaria,p_ocup_pesca,p_ocup_mineria,p_ocup_manufactura,p_ocup_dirstr_gas_elec_agua,p_ocup_construccion,p_ocup_taller_automotriz,p_ocup_hosteleria,p_ocup_transporte,p_ocup_financiera,p_ocup_inmobiliarias,p_ocup_adm_publica,p_ocup_educacion,p_ocup_medicina,p_ocup_otros,p_casas_con_servicio_domestico,prop_masculinidad,prop_reemplazamiento,prop_dependientes,prop_analfabetas,prop_paro
281,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,43.5,16.2,20.4,2.49,3131879,0.0034,15717,39613,0.3625,0.000566211,0.001060675,0.00057398,5.52958e-05,0.014441352,0.253131526,0.000664921,0.680168904,0.048725225,0.00061191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28220,39.1,22.5,14.9,3.19,70191,0.0045,18624,60937,0.2034,0.024730383,0.000836742,0.00237077,0.005996653,0.011691149,0.329746188,0.0004881,0.587927668,0.035282633,0.000929714,0.517,0.425,0.032,0.013,0.013,0.073497827,0.089711641,0.008637742,6.5937e-05,0.000461559,0.123961493,0.010747725,0.069563497,0.121653699,0.035737835,0.05756297,0.073915337,0.115587498,0.110971911,0.099894501,0.07536595,0.057694844,0.037913754,94.7,1.4,0.4,0.8,15.4
28221,39.1,22.5,14.9,3.19,70191,0.0045,18624,60937,0.2034,0.024730383,0.000836742,0.00237077,0.005996653,0.011691149,0.329746188,0.0004881,0.587927668,0.035282633,0.000929714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28222,39.1,22.5,14.9,3.19,70191,0.0045,18624,60937,0.2034,0.024730383,0.000836742,0.00237077,0.005996653,0.011691149,0.329746188,0.0004881,0.587927668,0.035282633,0.000929714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28410,38.4,22.5,11.8,2.61,8486,0.0168,12750,33814,0.0269,0.061442918,0.000792812,0.011495772,0.014799154,0.0022463,0.183668076,0.000792812,0.702563425,0.02140592,0.000792812,0.478,0.459,0.043,0.009,0.012,0.063476238,0.189296333,0.019555556,0.000888889,0,0.158222222,0.007111111,0.185777778,0.140444444,0.052444444,0.057777778,0.064,0.084444444,0.086222222,0.048888889,0.04,0.040888889,0.012444444,104.8,1.5,0.4,4.2,18.8
28880,35.7,23.6,7.1,3.06,13545,0.0212,11328,35091,0.0933,0.076697736,0.001331558,0.002663116,0.027563249,0.039680426,0.124234354,0.006391478,0.694540613,0.025965379,0.000932091,0.453,0.5,0.03,0.012,0.004,0.023901497,0.087127159,0.016337645,0,0.002722941,0.260721579,0.002042206,0.186521443,0.126616746,0.05105514,0.074880871,0.017699115,0.043567052,0.076923077,0.038801906,0.044928523,0.041524847,0.015656909,102.7,2.7,0.5,0.9,20.4
28840,38.1,20.8,10.3,2.92,22850,0.0042,9866,29084,0.1751,0.04400089,0.001187208,0.001113007,0.105438896,0.009942866,0.129108852,0.009275061,0.664762187,0.034429027,0.000742005,0.485,0.466,0.03,0.012,0.007,0.023301765,0.078076648,0.006427535,0,0.005598175,0.254820651,0.003524777,0.138295667,0.147211279,0.067385445,0.100352478,0.021770682,0.054115696,0.063031308,0.020941323,0.047480821,0.04934688,0.019282604,101.1,1.9,0.4,2.2,26.1
28792,40.6,19.5,14.4,2.57,5781,0.0028,11294,29913,0.0558,0.130585383,0.001039141,0.005888466,0.014547974,0.001558711,0.082784898,0.001731902,0.737963284,0.022341531,0.001558711,0.455,0.463,0.062,0.012,0.008,0.057057949,0.170979667,0.043282236,0,0.001803427,0.128944995,0.00541028,0.192064923,0.137060415,0.0748422,0.04418395,0.043282236,0.055906222,0.083859333,0.059513075,0.047790803,0.050495942,0.028854824,101.3,1.7,0.5,1.7,19.9
28710,37.5,21.9,10.8,2.71,8324,0.0177,9705,27491,0.0226,0.074168798,0.001278772,0.004932408,0.071063208,0.004018999,0.033796127,0.004749726,0.771282426,0.033978809,0.000730727,0.49,0.453,0.046,0.008,0.004,0.051431911,0.190806592,0.039404553,0,0.000875657,0.224168126,0.016637478,0.168126095,0.175131349,0.049036778,0.074430823,0.028896673,0.054290718,0.051663748,0.038528897,0.030647986,0.04290718,0.00525394,109.7,1.6,0.5,0.6,19.2
28460,41.7,18.5,16.4,2.68,4255,-0.0098,12161,34691,0.1359,0.303380049,0.009892828,0.019785655,0.087386645,0.009068425,0.26793075,0.013190437,0.224237428,0.058532564,0.006595218,0.45,0.463,0.068,0.013,0.005,0.041596212,0.184210526,0.017335766,0,0.000912409,0.064781022,0.012773723,0.186131387,0.133211679,0.053832117,0.048357664,0.038321168,0.060218978,0.106751825,0.052007299,0.156021898,0.054744526,0.01459854,93.1,1.5,0.5,0.5,15.2
28190,44.7,20.9,22.3,2.37,301,0,10219,24280,0.0102,0.315007429,0.002971768,0.002971768,0.096582467,0,0.035661218,0.002971768,0.521545319,0.019316493,0.002971768,0.457,0.409,0.129,0.006,0,0,0.506329114,0.089430894,0,0,0.089430894,0,0.178861789,0.12195122,0.097560976,0.081300813,0.008130081,0.040650407,0.097560976,0.06504065,0.081300813,0.024390244,0.024390244,96.2,1.7,0.7,0.6,25
28950,38.3,21.3,10.6,3.08,4853,-0.0233,10452,33058,0.0469,0.32745098,0.004901961,0.016666667,0.319607843,0.048039216,0.103921569,0.044117647,0.017647059,0.112745098,0.004901961,0.454,0.48,0.052,0.01,0.004,0.05024028,0.093057607,0.042654028,0,0.001184834,0.319905213,0.004739336,0.150473934,0.1492891,0.045023697,0.062796209,0.022511848,0.03436019,0.063981043,0.037914692,0.024881517,0.029620853,0.010663507,98.4,1.8,0.4,2.1,19.6
28411,38.4,23.9,11.9,2.99,12335,0.0102,13380,41190,0.0743,0.10372975,0.001758131,0.010674369,0.016451086,0.006027879,0.096697225,0.000502323,0.731508226,0.03089288,0.001758131,0.465,0.472,0.043,0.012,0.008,0.060323688,0.178500986,0.02617801,0,0.001308901,0.129144852,0.004799302,0.181500873,0.14921466,0.059773124,0.066753927,0.055846422,0.076788831,0.095113438,0.047120419,0.045811518,0.04930192,0.011343805,102.6,1.6,0.4,0.7,18.8
28530,39.5,19.8,14.4,2.75,7204,0.0054,9336,25842,0.0382,0.058300164,0.000936549,0.008663077,0.046827441,0.002107235,0.105361742,0.002107235,0.756029033,0.018496839,0.001170686,0.419,0.493,0.076,0.008,0.004,0.017653549,0.111862323,0.057125676,0,0.023451594,0.28502706,0.005411906,0.205652435,0.104028863,0.045700541,0.058328322,0.01864101,0.028262177,0.045099218,0.022850271,0.051112447,0.036079375,0.013229104,95.1,1.5,0.6,4,21.3
28931,41.8,17,17.9,2.78,203472,0.0033,10698,30231,0.381,0.007758139,0.001227013,0.000877547,0.008845365,0.005273049,0.301231672,0.00017085,0.629783797,0.043683213,0.001149354,0.48,0.462,0.039,0.012,0.007,0.032856458,0.098326681,0.004696753,0,0.00061262,0.192907222,0.004220271,0.154652508,0.178136274,0.071812674,0.078891839,0.028997345,0.061738479,0.082839834,0.033557961,0.039343816,0.045401947,0.022054319,97.8,1.4,0.3,1.6,26.5
28932,41.8,17,17.9,2.78,203472,0.0033,10698,30231,0.381,0.007758139,0.001227013,0.000877547,0.008845365,0.005273049,0.301231672,0.00017085,0.629783797,0.043683213,0.001149354,0.495,0.459,0.031,0.01,0.006,0.03950715,0.076099881,0.003175134,0,0.000167112,0.16493984,0.00651738,0.089237968,0.172794118,0.048128342,0.08940508,0.056818182,0.065675134,0.113135027,0.069351604,0.05381016,0.048295455,0.018382353,96.9,1.2,0.3,0.5,22.6
28933,41.8,17,17.9,2.78,203472,0.0033,10698,30231,0.381,0.007758139,0.001227013,0.000877547,0.008845365,0.005273049,0.301231672,0.00017085,0.629783797,0.043683213,0.001149354,0.495,0.457,0.028,0.013,0.007,0.040897919,0.075790684,0.003462798,0,0.000280767,0.172765559,0.005053814,0.101450632,0.167524567,0.056059897,0.084604586,0.046794572,0.06888161,0.101263453,0.068694431,0.049695835,0.050818905,0.02189986,97.9,1.4,0.3,0.6,22.2
28934,41.8,17,17.9,2.78,203472,0.0033,10698,30231,0.381,0.007758139,0.001227013,0.000877547,0.008845365,0.005273049,0.301231672,0.00017085,0.629783797,0.043683213,0.001149354,0.482,0.464,0.037,0.011,0.005,0.022154027,0.089573733,0.005263834,0,0.000513545,0.201309539,0.005263834,0.174861985,0.182051611,0.079471049,0.070227244,0.02221081,0.05084093,0.078829118,0.026704327,0.034535884,0.044036462,0.023879831,99.8,1.3,0.3,1.7,25.5
28935,41.8,17,17.9,2.78,203472,0.0033,10698,30231,0.381,0.007758139,0.001227013,0.000877547,0.008845365,0.005273049,0.301231672,0.00017085,0.629783797,0.043683213,0.001149354,0.487,0.47,0.026,0.011,0.006,0.029098258,0.062492141,0.003720589,0,0.000262013,0.194047058,0.003406173,0.137452183,0.171618718,0.073049311,0.079285228,0.028559451,0.06319761,0.095844469,0.038568359,0.047109993,0.043232196,0.02027983,99.6,1.7,0.4,1,23.4
28936,41.8,17,17.9,2.78,203472,0.0033,10698,30231,0.381,0.007758139,0.001227013,0.000877547,0.008845365,0.005273049,0.301231672,0.00017085,0.629783797,0.043683213,0.001149354,0.49,0.464,0.023,0.014,0.008,0.038222295,0.058046728,0.003244412,0,0.00036049,0.187094448,0.006128335,0.123768325,0.180605624,0.06813266,0.083994232,0.032804614,0.061884162,0.091083874,0.048546023,0.048425859,0.046623408,0.017183369,97.8,1.6,0.3,0.7,25
28937,41.8,17,17.9,2.78,203472,0.0033,10698,30231,0.381,0.007758139,0.001227013,0.000877547,0.008845365,0.005273049,0.301231672,0.00017085,0.629783797,0.043683213,0.001149354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28938,41.8,17,17.9,2.78,203472,0.0033,10698,30231,0.381,0.007758139,0.001227013,0.000877547,0.008845365,0.005273049,0.301231672,0.00017085,0.629783797,0.043683213,0.001149354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28491,43,17.7,18.1,2.53,2904,0.0035,13483,35106,0.041,0.054005935,0.00148368,0.008902077,0.009792285,0.002077151,0.195548961,0,0.706824926,0.01958457,0.001780415,0.48,0.445,0.044,0.018,0.013,0.049120679,0.171790235,0.038639876,0,0.00309119,0.117465224,0.004636785,0.123647604,0.15301391,0.100463679,0.047913447,0.043276662,0.091190108,0.100463679,0.060278207,0.061823802,0.041731066,0.01236476,95.8,1.4,0.4,0.9,14.9
28729,38.8,21.1,11.4,2.5,1337,0.0421,10772,27761,0.0738,0.097112861,0.002624672,0.01312336,0.040026247,0.000656168,0.11351706,0.001968504,0.720472441,0.00984252,0.000656168,0.469,0.459,0.056,0.013,0.004,0.050231328,0.238615665,0.080701754,0,0.007017544,0.180701754,0.010526316,0.159649123,0.121052632,0.043859649,0.08245614,0.049122807,0.070175439,0.049122807,0.050877193,0.031578947,0.045614035,0.01754386,113.4,1.2,0.4,1,16.7
28212,39.5,20.8,13.6,2.68,2435,0.0231,9067,25689,0.011,0.197938144,0.008247423,0.016494845,0.080412371,0.002061856,0.336082474,0.012371134,0.278350515,0.06185567,0.006185567,0.431,0.484,0.048,0.021,0.016,0.082533589,0.187327824,0.063360882,0,0.002754821,0.132231405,0.019283747,0.137741047,0.162534435,0.066115702,0.03030303,0.046831956,0.071625344,0.068870523,0.066115702,0.052341598,0.05785124,0.022038567,101.9,1.6,0.5,1,22.3
28600,36.1,24.4,10.2,2.94,26900,0.0221,10490,31508,0.0535,0.084758857,0.001213994,0.002372807,0.017934003,0.002427988,0.238439466,0.001213994,0.618695508,0.032391568,0.000551815,0.467,0.465,0.052,0.013,0.003,0.034422044,0.128113879,0.038005391,0,0.001347709,0.196765499,0.00458221,0.19703504,0.144204852,0.060377358,0.064959569,0.023450135,0.043665768,0.076010782,0.037196765,0.068733154,0.028571429,0.01509434,102.7,1.7,0.5,2,21.4
28739,53.1,5.4,25.4,1.59,130,0,14899,23729,0.0074,0.199300699,0.003496503,0.008741259,0.190559441,0.001748252,0.08041958,0,0.506993007,0.005244755,0.003496503,0.344,0.552,0.1,0.004,0,0.003584229,0.282051282,0.142857143,0,0,0.076923077,0.010989011,0.120879121,0.142857143,0.10989011,0.076923077,0,0.076923077,0.10989011,0.043956044,0.054945055,0.021978022,0.010989011,96.5,1.3,0.7,1.9,27.8
28695,40.4,20.1,17.1,2.68,2726,0.0314,9021,24453,0.0266,0.13368984,0.001782531,0.006238859,0.054812834,0.004010695,0.032085561,0.001782531,0.73885918,0.024509804,0.002228164,0.403,0.517,0.058,0.015,0.008,0.056944444,0.222222222,0.020737327,0,0,0.165898618,0.01843318,0.241935484,0.17281106,0.066820276,0.025345622,0.032258065,0.050691244,0.062211982,0.029953917,0.041474654,0.036866359,0.032258065,104,1.4,0.5,0.8,24.3
28514,39.6,19.8,11.1,2.93,6081,-0.0059,10738,33213,0.2619,0.132799623,0.006121968,0.012479397,0.02189781,0.00023546,0.012243937,0.000941841,0.786672946,0.025429715,0.001177302,0.479,0.464,0.028,0.013,0.017,0.059259259,0.109302326,0.01240458,0,0.002862595,0.215648855,0.005725191,0.118320611,0.141221374,0.039122137,0.106870229,0.060114504,0.079198473,0.077290076,0.047709924,0.045801527,0.039122137,0.008587786,103.5,1.8,0.4,0.5,20.3
28515,42.1,19.2,16.8,2.4,339,0.0367,12939,32116,0.0131,0.168367347,0.005102041,0.010204082,0.038265306,0.005102041,0.020408163,0.00255102,0.737244898,0.010204082,0.00255102,0.39,0.507,0.089,0.014,0,0.02739726,0.293103448,0.195652174,0,0,0.086956522,0,0.130434783,0.130434783,0.02173913,0.086956522,0.02173913,0.108695652,0.130434783,0,0.02173913,0.02173913,0.043478261,117.9,2.1,0.6,3.8,17.9
